mild,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
repulsive,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
jump,-9.884049858643653,-9.79333780903514,-8.483429561263428,-10.058352263097044
discover,-9.884049858643653,-9.79333780903514,-8.301108004469473,-8.959739974428933
disgusting,-9.884049858643653,-9.79333780903514,-8.013425932017693,-8.448914350662942
vinegar,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
odor,-9.884049858643653,-9.79333780903514,-8.483429561263428,-7.350302061994833
dissipated,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
incidentally,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
tiles,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
crew,-9.884049858643653,-9.79333780903514,-8.994255185029418,-8.959739974428933
inspect,-9.884049858643653,-9.100190628475195,-8.994255185029418,-10.058352263097044
frequently,-9.884049858643653,-8.694725520367031,-8.301108004469473,-9.365205082537098
northwestern,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
hospital,-9.884049858643653,-9.100190628475195,-8.301108004469473,-9.365205082537098
proximity,-9.884049858643653,-9.100190628475195,-8.994255185029418,-9.365205082537098
accomodations,-9.884049858643653,-8.40704344791525,-9.399720293137584,-10.058352263097044
transformers,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
filming,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
international,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
technically,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
disingenuous,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
snarky,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
condescending,-9.884049858643653,-9.79333780903514,-8.483429561263428,-9.365205082537098
woman,-9.884049858643653,-8.40704344791525,-7.527918116235992,-7.573445613309043
exception,-9.884049858643653,-9.79333780903514,-8.706573112577638,-9.365205082537098
shambles,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
apart,-9.884049858643653,-9.100190628475195,-8.706573112577638,-8.959739974428933
uninformed,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
nevermind,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
absence,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
appalled,-9.884049858643653,-9.79333780903514,-8.994255185029418,-8.448914350662942
irish,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
barman,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
hospitable,-9.884049858643653,-8.694725520367031,-9.399720293137584,-10.058352263097044
unresponsive,-9.884049858643653,-9.79333780903514,-8.706573112577638,-9.365205082537098
attendent,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
glance,-9.884049858643653,-9.79333780903514,-8.994255185029418,-8.672057901977153
dresser,-9.884049858643653,-9.100190628475195,-8.706573112577638,-8.959739974428933
drawers,-9.884049858643653,-9.79333780903514,-8.706573112577638,-9.365205082537098
fell,-9.884049858643653,-8.40704344791525,-8.013425932017693,-9.365205082537098
rri,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
soooo,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
fake,-9.884049858643653,-9.100190628475195,-9.399720293137584,-10.058352263097044
insincere,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
prefered,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
trade,-9.884049858643653,-9.100190628475195,-8.994255185029418,-10.058352263097044
result,-9.884049858643653,-9.79333780903514,-8.994255185029418,-9.365205082537098
glowing,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
caked,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
dates,-9.884049858643653,-9.79333780903514,-8.483429561263428,-10.058352263097044
verify,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
reverse,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
attempts,-9.884049858643653,-9.79333780903514,-8.994255185029418,-8.959739974428933
dots,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
margarita,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
wans,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
drinking,-9.884049858643653,-9.79333780903514,-8.994255185029418,-9.365205082537098
pregnant,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
seasoned,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
yearly,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
basis,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
convinced,-9.884049858643653,-9.100190628475195,-9.399720293137584,-9.365205082537098
wrinkled,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
response,-9.884049858643653,-9.79333780903514,-8.146957324642216,-9.365205082537098
hadn,-9.884049858643653,-9.79333780903514,-8.483429561263428,-7.660456990298673
relatives,-9.884049858643653,-9.100190628475195,-9.399720293137584,-10.058352263097044
painfully,-9.884049858643653,-9.79333780903514,-8.994255185029418,-9.365205082537098
dire,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
craptastic,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
buttnaked,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
soap,-9.884049858643653,-9.100190628475195,-8.146957324642216,-7.978910721417208
spray,-9.884049858643653,-9.79333780903514,-9.399720293137584,-8.448914350662942
dribble,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
convince,-9.884049858643653,-9.100190628475195,-9.399720293137584,-9.365205082537098
highest,-9.884049858643653,-8.40704344791525,-8.994255185029418,-9.365205082537098
rustic,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
gotta,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
cue,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
david,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
dancer,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
afraid,-9.884049858643653,-8.694725520367031,-9.399720293137584,-10.058352263097044
fire,-9.884049858643653,-9.79333780903514,-8.994255185029418,-9.365205082537098
wtf,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
fucking,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
planned,-9.884049858643653,-8.40704344791525,-8.146957324642216,-7.978910721417208
flooded,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
clothing,-9.884049858643653,-9.100190628475195,-8.994255185029418,-10.058352263097044
belongings,-9.884049858643653,-9.79333780903514,-8.706573112577638,-8.959739974428933
sopping,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
orginal,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
flooding,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
purpose,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
nw,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
oir,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
surgery,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
dusty,-9.884049858643653,-9.79333780903514,-8.994255185029418,-8.959739974428933
frames,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
cars,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
pollution,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
blinds,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
unable,-9.884049858643653,-9.100190628475195,-8.301108004469473,-8.11244211404173
patients,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
privacy,-9.884049858643653,-9.79333780903514,-8.706573112577638,-8.959739974428933
strange,-9.884049858643653,-9.100190628475195,-8.706573112577638,-8.959739974428933
supplied,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
sealed,-9.884049858643653,-9.100190628475195,-8.994255185029418,-10.058352263097044
surgeries,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
thankful,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
suppose,-9.884049858643653,-9.100190628475195,-8.483429561263428,-8.266592793868988
gross,-9.884049858643653,-9.100190628475195,-8.706573112577638,-8.266592793868988
generations,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
stately,-9.884049858643653,-9.100190628475195,-9.399720293137584,-10.058352263097044
oasis,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
ian,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
schrager,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
notches,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
allowing,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
canes,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
casts,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
recovering,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
foot,-9.884049858643653,-9.79333780903514,-8.483429561263428,-8.672057901977153
cast,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
cane,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
struggling,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
navigate,-9.884049858643653,-9.100190628475195,-8.994255185029418,-9.365205082537098
decades,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
painful,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
eyes,-9.884049858643653,-8.40704344791525,-9.399720293137584,-8.448914350662942
adjust,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
scant,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
ikea,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
closeout,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
relief,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
inches,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
challenged,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
elderly,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
flexible,-9.884049858643653,-9.100190628475195,-9.399720293137584,-10.058352263097044
salad,-9.884049858643653,-8.694725520367031,-9.399720293137584,-10.058352263097044
wire,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
arm,-9.884049858643653,-9.100190628475195,-8.994255185029418,-8.672057901977153
demi,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
ottoman,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
leg,-9.884049858643653,-9.100190628475195,-8.994255185029418,-8.266592793868988
elevated,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
nook,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
medicine,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
razor,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
shaving,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
makeup,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
sh,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
luck,-9.884049858643653,-9.79333780903514,-8.146957324642216,-10.058352263097044
repeated,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
unmet,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
borrowed,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
unusable,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
downpour,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
tempted,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
spite,-9.884049858643653,-9.79333780903514,-8.706573112577638,-8.959739974428933
shampoo,-9.884049858643653,-8.694725520367031,-8.146957324642216,-8.11244211404173
row,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
housekeeper,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
lotion,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
sell,-9.884049858643653,-9.79333780903514,-8.301108004469473,-10.058352263097044
wrapped,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
commercial,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
grade,-9.884049858643653,-9.79333780903514,-8.483429561263428,-10.058352263097044
muffin,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
gas,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
temporary,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
thermos,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
stone,-9.884049858643653,-9.100190628475195,-9.399720293137584,-10.058352263097044
confronted,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
misses,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
repeatedly,-9.884049858643653,-9.79333780903514,-9.399720293137584,-8.959739974428933
shrugged,-9.884049858643653,-9.79333780903514,-8.994255185029418,-9.365205082537098
shoulders,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
effort,-9.884049858643653,-9.100190628475195,-8.706573112577638,-9.365205082537098
amateur,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
altogether,-9.884049858643653,-9.79333780903514,-9.399720293137584,-8.959739974428933
screwed,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
refundable,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
plague,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
spring,-9.884049858643653,-9.100190628475195,-8.706573112577638,-10.058352263097044
jr,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
resembled,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
wide,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
hallway,-9.884049858643653,-9.79333780903514,-7.527918116235992,-7.225138919040828
reaching,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
sticks,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
whistled,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
wind,-9.884049858643653,-8.694725520367031,-9.399720293137584,-10.058352263097044
blew,-9.884049858643653,-9.79333780903514,-8.706573112577638,-8.959739974428933
aother,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
winner,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
soo,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
floored,-9.884049858643653,-9.100190628475195,-8.994255185029418,-10.058352263097044
delayed,-9.884049858643653,-9.100190628475195,-8.994255185029418,-7.978910721417208
fuss,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
hungry,-9.884049858643653,-8.40704344791525,-8.706573112577638,-10.058352263097044
delays,-9.884049858643653,-9.79333780903514,-8.994255185029418,-9.365205082537098
happened,-9.884049858643653,-9.79333780903514,-7.527918116235992,-8.266592793868988
entree,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
dessert,-9.884049858643653,-9.100190628475195,-8.706573112577638,-9.365205082537098
nab,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
hayseed,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
lid,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
vanity,-9.884049858643653,-9.100190628475195,-8.994255185029418,-10.058352263097044
featured,-9.884049858643653,-8.694725520367031,-8.994255185029418,-10.058352263097044
awakening,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
rent,-9.884049858643653,-9.100190628475195,-8.994255185029418,-10.058352263097044
holy,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
crap,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
likes,-9.884049858643653,-9.100190628475195,-8.994255185029418,-10.058352263097044
chintzy,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
coffees,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
switch,-9.884049858643653,-9.79333780903514,-7.895642896361309,-7.861127685760824
marathon,-9.884049858643653,-9.79333780903514,-8.994255185029418,-9.365205082537098
pest,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
disappointment,-9.884049858643653,-9.100190628475195,-8.013425932017693,-7.861127685760824
simmons,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
buzzing,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
smoked,-9.884049858643653,-9.79333780903514,-9.399720293137584,-8.672057901977153
awaken,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
engulfed,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
yielded,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
showing,-9.884049858643653,-9.79333780903514,-8.706573112577638,-8.959739974428933
bare,-9.884049858643653,-9.79333780903514,-8.483429561263428,-9.365205082537098
wood,-9.884049858643653,-9.100190628475195,-8.994255185029418,-9.365205082537098
threads,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
flow,-9.884049858643653,-9.100190628475195,-9.399720293137584,-9.365205082537098
unpainted,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
floorboards,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
eventually,-9.884049858643653,-9.79333780903514,-7.790282380703483,-8.959739974428933
banner,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
embarassment,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
feedback,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
apologized,-9.884049858643653,-9.79333780903514,-8.706573112577638,-8.11244211404173
shaking,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
fixable,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
encouraged,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
promise,-9.884049858643653,-9.100190628475195,-8.483429561263428,-8.448914350662942
locaiton,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
unhelpful,-9.884049858643653,-9.79333780903514,-8.706573112577638,-8.11244211404173
television,-9.884049858643653,-7.713896267355304,-8.994255185029418,-7.660456990298673
vow,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
unproven,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
dress,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
rehearsal,-9.884049858643653,-9.100190628475195,-9.399720293137584,-10.058352263097044
fortunate,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
upgrading,-9.884049858643653,-9.100190628475195,-9.399720293137584,-10.058352263097044
team,-9.884049858643653,-9.100190628475195,-8.706573112577638,-10.058352263097044
reply,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
answer,-9.884049858643653,-9.79333780903514,-8.146957324642216,-8.672057901977153
emails,-9.884049858643653,-9.79333780903514,-8.706573112577638,-9.365205082537098
shame,-9.884049858643653,-9.79333780903514,-8.706573112577638,-8.672057901977153
coz,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
rockerfellers,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
theatres,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
homeless,-9.884049858643653,-9.79333780903514,-8.994255185029418,-9.365205082537098
daylight,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
clair,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
route,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
unpleasant,-9.884049858643653,-9.79333780903514,-8.013425932017693,-7.861127685760824
approach,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
sills,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
phobia,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
lonely,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
stretch,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
cosmetic,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
undergo,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
painting,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
electrical,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
grout,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
mold,-9.884049858643653,-9.79333780903514,-7.895642896361309,-8.11244211404173
visible,-9.884049858643653,-9.79333780903514,-8.994255185029418,-8.959739974428933
serviced,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
spans,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
promised,-9.884049858643653,-9.79333780903514,-8.146957324642216,-7.493402905635507
hotline,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
arrogant,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
thier,-9.884049858643653,-9.79333780903514,-8.706573112577638,-9.365205082537098
popularity,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
hired,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
informed,-9.884049858643653,-8.694725520367031,-8.706573112577638,-7.573445613309043
surcharge,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
associated,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
ripped,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
follow,-9.884049858643653,-9.79333780903514,-8.706573112577638,-9.365205082537098
nastily,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
apologize,-9.884049858643653,-9.79333780903514,-8.146957324642216,-8.448914350662942
thorugh,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
websight,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
drag,-9.884049858643653,-9.100190628475195,-9.399720293137584,-10.058352263097044
attractiion,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
overhauled,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
projections,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
finish,-9.884049858643653,-9.100190628475195,-8.994255185029418,-10.058352263097044
circumstances,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
lobbie,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
unfinished,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
drywall,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
opportunities,-9.884049858643653,-9.100190628475195,-9.399720293137584,-10.058352263097044
limit,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
downhill,-9.884049858643653,-9.79333780903514,-8.994255185029418,-8.959739974428933
dean,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
martin,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
entertaining,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
peninsula,-9.884049858643653,-9.79333780903514,-8.146957324642216,-10.058352263097044
marios,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
private,-9.884049858643653,-9.100190628475195,-8.994255185029418,-10.058352263097044
surely,-9.884049858643653,-8.694725520367031,-9.399720293137584,-8.959739974428933
anyting,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
glory,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
pot,-9.884049858643653,-9.79333780903514,-8.994255185029418,-8.959739974428933
highway,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
robbery,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
ow,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
pc,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
monitor,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
stopped,-9.884049858643653,-9.100190628475195,-8.994255185029418,-8.266592793868988
showered,-9.884049858643653,-9.79333780903514,-8.994255185029418,-10.058352263097044
drain,-9.884049858643653,-9.79333780903514,-8.706573112577638,-10.058352263097044
marginally,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
propped,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
stale,-9.884049858643653,-9.79333780903514,-8.994255185029418,-7.660456990298673
mental,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
asylum,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
lackluster,-9.884049858643653,-9.79333780903514,-9.399720293137584,-8.448914350662942
adjustment,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
properly,-9.884049858643653,-9.79333780903514,-8.706573112577638,-7.660456990298673
fashioned,-9.884049858643653,-8.694725520367031,-9.399720293137584,-10.058352263097044
vending,-9.884049858643653,-9.79333780903514,-8.706573112577638,-8.959739974428933
hike,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
destinations,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
current,-9.884049858643653,-9.100190628475195,-9.399720293137584,-8.959739974428933
conditions,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
underwent,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
inclined,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
sights,-9.884049858643653,-8.40704344791525,-9.399720293137584,-9.365205082537098
panhandling,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
permitted,-9.884049858643653,-9.79333780903514,-9.399720293137584,-9.365205082537098
ticket,-9.884049858643653,-9.79333780903514,-8.994255185029418,-9.365205082537098
begging,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
beggars,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
saddest,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
grandkids,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
curb,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
unfortunatly,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
wealthiest,-9.884049858643653,-9.79333780903514,-9.399720293137584,-10.058352263097044
initially,-9.884049858643653,-9.79333780903514,-8.706573112577638,-9.365205082537098
excited,-9.884049858643653,-8.40704344791525,-8.301108004469473,-7.978910721417208
